from	to	similarity	from_parent	to_parent	edgename	from_max	from_max_diff	similarity_from	to_max	to_max_diff	similarity_to	edge_occ	from_occ	to_occ	edge_id
C4-160 Mid-1 GABA-6 IL13RA1 GHRH	C465-285: Gsx1.Ghrh.GABA-3	0.916657051593017	C3-65 Mid-1 GABA-6 IL13RA1	C286-175: Ghrh.GABA-3	C4-160 Mid-1 GABA-6 IL13RA1 GHRH_C465-285: Gsx1.Ghrh.GABA-3	0.916657051593017	0	0.916657051593017	0.916657051593017	0	0.916657051593017	1	2	1	C4-160 Mid-1 GABA-6 IL13RA1 GHRH_C465-285: Gsx1.Ghrh.GABA-3
C4-161 Mid-1 GABA-6 IL13RA1 GHRH	C465-284: Slc10a4.Ghrh.GABA-3	0.879931185867001	C3-65 Mid-1 GABA-6 IL13RA1	C286-175: Ghrh.GABA-3	C4-161 Mid-1 GABA-6 IL13RA1 GHRH_C465-284: Slc10a4.Ghrh.GABA-3	0.887027170107074	0	0.887027170107074	0.894123154347147	0.00709598424007307	0.879931185867001	1	1	1	C4-161 Mid-1 GABA-6 IL13RA1 GHRH_C465-284: Slc10a4.Ghrh.GABA-3
C4-162 Mid-1 GABA-7 KCNH8 GAL	C465-230: Reln.Lef1.GABA-1	0.936851282476939	C3-66 Mid-1 GABA-7 KCNH8	C286-142: Reln.Lef1.GABA-1	C4-162 Mid-1 GABA-7 KCNH8 GAL_C465-230: Reln.Lef1.GABA-1	0.936851282476939	0	0.936851282476939	0.936851282476939	0	0.936851282476939	1	1	2	C4-162 Mid-1 GABA-7 KCNH8 GAL_C465-230: Reln.Lef1.GABA-1
C4-163 Mid-1 GABA-7 KCNH8 MORC1	C465-224: Fign.Lef1.GABA-1	0.832569239115309	C3-66 Mid-1 GABA-7 KCNH8	C286-137: Fign.Lef1.GABA-1	C4-163 Mid-1 GABA-7 KCNH8 MORC1_C465-224: Fign.Lef1.GABA-1	0.832569239115309	0	0.832569239115309	0.832569239115309	0	0.832569239115309	1	1	1	C4-163 Mid-1 GABA-7 KCNH8 MORC1_C465-224: Fign.Lef1.GABA-1
C4-164 Mid-1 GABA-7 KCNH8 PCDH11Y	C465-221: Brs3.Npsr1.Tmem114.Lef1.GABA-1	0.946108168474642	C3-66 Mid-1 GABA-7 KCNH8	C286-135: Npsr1.Tmem114.Lef1.GABA-1	C4-164 Mid-1 GABA-7 KCNH8 PCDH11Y_C465-221: Brs3.Npsr1.Tmem114.Lef1.GABA-1	0.946108168474642	0	0.946108168474642	0.946108168474642	0	0.946108168474642	1	2	1	C4-164 Mid-1 GABA-7 KCNH8 PCDH11Y_C465-221: Brs3.Npsr1.Tmem114.Lef1.GABA-1
C4-165 Mid-1 GABA-7 KCNH8 NPSR1	C465-230: Reln.Lef1.GABA-1	0.814571414382553	C3-66 Mid-1 GABA-7 KCNH8	C286-142: Reln.Lef1.GABA-1	C4-165 Mid-1 GABA-7 KCNH8 NPSR1_C465-230: Reln.Lef1.GABA-1	0.875711348429746	0	0.875711348429746	0.936851282476939	0.0611399340471929	0.814571414382553	1	1	2	C4-165 Mid-1 GABA-7 KCNH8 NPSR1_C465-230: Reln.Lef1.GABA-1
C4-166 Mid-1 GABA-7 TRABD2B	C465-226: Myo5b.Sox14.Lef1.GABA-1	0.965648155484546	C3-67 Mid-1 GABA-7 TRABD2B	C286-139: Myo5b.Sox14.Lef1.GABA-1	C4-166 Mid-1 GABA-7 TRABD2B_C465-226: Myo5b.Sox14.Lef1.GABA-1	0.965648155484546	0	0.965648155484546	0.965648155484546	0	0.965648155484546	1	3	1	C4-166 Mid-1 GABA-7 TRABD2B_C465-226: Myo5b.Sox14.Lef1.GABA-1
C4-167 Mid-1 GABA-8	C465-170: Pvalb.Mixed.GABA-2	0.940369107794741	C3-68 Mid-1 GABA-8	C286-104: Pvalb.Mixed.GABA-2	C4-167 Mid-1 GABA-8_C465-170: Pvalb.Mixed.GABA-2	0.940369107794741	0	0.940369107794741	0.940369107794741	0	0.940369107794741	1	1	1	C4-167 Mid-1 GABA-8_C465-170: Pvalb.Mixed.GABA-2
C4-168 Pre-2 GABA-1 TAC3 CTXND1	C465-246: Lhx8.St18.Lhx6.GABA-1	0.877766152560495	C3-69 Pre-2 GABA-1 TAC3	C286-151: St18.Lhx6.GABA-1	C4-168 Pre-2 GABA-1 TAC3 CTXND1_C465-246: Lhx8.St18.Lhx6.GABA-1	0.882258061604388	0	0.882258061604388	0.886749970648282	0.00449190904389352	0.877766152560495	1	1	2	C4-168 Pre-2 GABA-1 TAC3 CTXND1_C465-246: Lhx8.St18.Lhx6.GABA-1
C4-169 Pre-2 GABA-1 TAC3 RERGL	C465-246: Lhx8.St18.Lhx6.GABA-1	0.886749970648282	C3-69 Pre-2 GABA-1 TAC3	C286-151: St18.Lhx6.GABA-1	C4-169 Pre-2 GABA-1 TAC3 RERGL_C465-246: Lhx8.St18.Lhx6.GABA-1	0.886749970648282	0	0.886749970648282	0.886749970648282	0	0.886749970648282	1	1	2	C4-169 Pre-2 GABA-1 TAC3 RERGL_C465-246: Lhx8.St18.Lhx6.GABA-1
C4-170 Pre-2 GABA-1 IL1RAPL2 KMO	C465-252: Igfbp4.Lhx6.GABA-1	0.866415527971723	C3-70 Pre-2 GABA-1 IL1RAPL2	C286-156: Igfbp4.Lhx6.GABA-1	C4-170 Pre-2 GABA-1 IL1RAPL2 KMO_C465-252: Igfbp4.Lhx6.GABA-1	0.876021536454115	0	0.876021536454115	0.885627544936507	0.00960600848239213	0.866415527971723	1	1	3	C4-170 Pre-2 GABA-1 IL1RAPL2 KMO_C465-252: Igfbp4.Lhx6.GABA-1
C4-171 Pre-2 GABA-1 IL1RAPL2 SST	C465-252: Igfbp4.Lhx6.GABA-1	0.885627544936507	C3-70 Pre-2 GABA-1 IL1RAPL2	C286-156: Igfbp4.Lhx6.GABA-1	C4-171 Pre-2 GABA-1 IL1RAPL2 SST_C465-252: Igfbp4.Lhx6.GABA-1	0.885627544936507	0	0.885627544936507	0.885627544936507	0	0.885627544936507	1	1	3	C4-171 Pre-2 GABA-1 IL1RAPL2 SST_C465-252: Igfbp4.Lhx6.GABA-1
C4-172 Pre-2 GABA-1 IL1RAPL2 CHST9	C465-252: Igfbp4.Lhx6.GABA-1	0.767489103056132	C3-70 Pre-2 GABA-1 IL1RAPL2	C286-156: Igfbp4.Lhx6.GABA-1	C4-172 Pre-2 GABA-1 IL1RAPL2 CHST9_C465-252: Igfbp4.Lhx6.GABA-1	0.826558323996319	0	0.826558323996319	0.885627544936507	0.0590692209401877	0.767489103056132	1	1	3	C4-172 Pre-2 GABA-1 IL1RAPL2 CHST9_C465-252: Igfbp4.Lhx6.GABA-1
C4-175 Pre-2 GABA-2 MDFIC CALCR	C465-266: Crh.Zeb2.Lhx8.GABA-1	0.917425175695721	C3-71 Pre-2 GABA-2 MDFIC	C286-165: Crh.Zeb2.Lhx8.GABA-1	C4-175 Pre-2 GABA-2 MDFIC CALCR_C465-266: Crh.Zeb2.Lhx8.GABA-1	0.917425175695721	0	0.917425175695721	0.917425175695721	0	0.917425175695721	1	1	1	C4-175 Pre-2 GABA-2 MDFIC CALCR_C465-266: Crh.Zeb2.Lhx8.GABA-1
C4-177 Pre-2 GABA-2 MDFIC NMU	C465-265: Nmu.Zeb2.Lhx8.GABA-1	0.814941075418374	C3-71 Pre-2 GABA-2 MDFIC	C286-164: Nmu.Zeb2.Lhx8.GABA-1	C4-177 Pre-2 GABA-2 MDFIC NMU_C465-265: Nmu.Zeb2.Lhx8.GABA-1	0.814941075418374	0	0.814941075418374	0.814941075418374	0	0.814941075418374	1	1	1	C4-177 Pre-2 GABA-2 MDFIC NMU_C465-265: Nmu.Zeb2.Lhx8.GABA-1
C4-178 Pre-2 GABA-2 LHX8 CDH23	C465-258: Cdh23.Lhx6.Lhx8.GABA-1	0.844511186764378	C3-72 Pre-2 GABA-2 LHX8	C286-161: Lhx6.Lhx8.GABA-1	C4-178 Pre-2 GABA-2 LHX8 CDH23_C465-258: Cdh23.Lhx6.Lhx8.GABA-1	0.844511186764378	0	0.844511186764378	0.844511186764378	0	0.844511186764378	1	1	2	C4-178 Pre-2 GABA-2 LHX8 CDH23_C465-258: Cdh23.Lhx6.Lhx8.GABA-1
C4-179 Pre-2 GABA-2 LHX8 SCGN	C465-258: Cdh23.Lhx6.Lhx8.GABA-1	0.763976050007942	C3-72 Pre-2 GABA-2 LHX8	C286-161: Lhx6.Lhx8.GABA-1	C4-179 Pre-2 GABA-2 LHX8 SCGN_C465-258: Cdh23.Lhx6.Lhx8.GABA-1	0.80424361838616	0	0.80424361838616	0.844511186764378	0.0402675683782182	0.763976050007942	1	1	2	C4-179 Pre-2 GABA-2 LHX8 SCGN_C465-258: Cdh23.Lhx6.Lhx8.GABA-1
C4-180 Pre-2 GABA-2 LHX8 SULF1	C465-257: Pou3f1.Lhx6.Lhx8.GABA-1	0.700344765520546	C3-72 Pre-2 GABA-2 LHX8	C286-161: Lhx6.Lhx8.GABA-1	C4-180 Pre-2 GABA-2 LHX8 SULF1_C465-257: Pou3f1.Lhx6.Lhx8.GABA-1	0.784804886159349	0	0.784804886159349	0.869265006798151	0.0844601206388025	0.700344765520546	1	1	3	C4-180 Pre-2 GABA-2 LHX8 SULF1_C465-257: Pou3f1.Lhx6.Lhx8.GABA-1
C4-181 Pre-2 GABA-2 LHX8 KCNU1	C465-257: Pou3f1.Lhx6.Lhx8.GABA-1	0.869265006798151	C3-72 Pre-2 GABA-2 LHX8	C286-161: Lhx6.Lhx8.GABA-1	C4-181 Pre-2 GABA-2 LHX8 KCNU1_C465-257: Pou3f1.Lhx6.Lhx8.GABA-1	0.869265006798151	0	0.869265006798151	0.869265006798151	0	0.869265006798151	1	1	3	C4-181 Pre-2 GABA-2 LHX8 KCNU1_C465-257: Pou3f1.Lhx6.Lhx8.GABA-1
C4-182 Pre-2 GABA-2 LHX8 CALCR	C465-257: Pou3f1.Lhx6.Lhx8.GABA-1	0.857665096486088	C3-72 Pre-2 GABA-2 LHX8	C286-161: Lhx6.Lhx8.GABA-1	C4-182 Pre-2 GABA-2 LHX8 CALCR_C465-257: Pou3f1.Lhx6.Lhx8.GABA-1	0.863465051642119	0	0.863465051642119	0.869265006798151	0.00579995515603171	0.857665096486088	1	1	3	C4-182 Pre-2 GABA-2 LHX8 CALCR_C465-257: Pou3f1.Lhx6.Lhx8.GABA-1
C4-183 Pre-2 GABA-3 NXPH2 HCRTR2	C465-259: Lhx6.Sfrp1.Sox6.Lhx8.GABA-1	0.907139707380247	C3-73 Pre-2 GABA-3 NXPH2	C286-162: Sfrp1.Sox6.Lhx8.GABA-1	C4-183 Pre-2 GABA-3 NXPH2 HCRTR2_C465-259: Lhx6.Sfrp1.Sox6.Lhx8.GABA-1	0.910286809187572	0	0.910286809187572	0.913433910994897	0.00314710180732491	0.907139707380247	1	1	2	C4-183 Pre-2 GABA-3 NXPH2 HCRTR2_C465-259: Lhx6.Sfrp1.Sox6.Lhx8.GABA-1
C4-184 Pre-2 GABA-3 NXPH2 NPY	C465-260: Npy.Sfrp1.Sox6.Lhx8.GABA-1	0.853354854390328	C3-73 Pre-2 GABA-3 NXPH2	C286-162: Sfrp1.Sox6.Lhx8.GABA-1	C4-184 Pre-2 GABA-3 NXPH2 NPY_C465-260: Npy.Sfrp1.Sox6.Lhx8.GABA-1	0.854061561704112	0	0.854061561704112	0.854768269017897	0.000706707313784527	0.853354854390328	1	1	2	C4-184 Pre-2 GABA-3 NXPH2 NPY_C465-260: Npy.Sfrp1.Sox6.Lhx8.GABA-1
C4-185 Pre-2 GABA-3 NXPH2 CXCL14	C465-264: Pantr1.Gbx1.Sox6.Lhx8.GABA-1	0.829229415735959	C3-73 Pre-2 GABA-3 NXPH2	C286-163: Gbx1.Sox6.Lhx8.GABA-1	C4-185 Pre-2 GABA-3 NXPH2 CXCL14_C465-264: Pantr1.Gbx1.Sox6.Lhx8.GABA-1	0.829229415735959	0	0.829229415735959	0.829229415735959	0	0.829229415735959	1	1	1	C4-185 Pre-2 GABA-3 NXPH2 CXCL14_C465-264: Pantr1.Gbx1.Sox6.Lhx8.GABA-1
C4-186 Pre-2 GABA-3 NXPH2 C1QL2	C465-259: Lhx6.Sfrp1.Sox6.Lhx8.GABA-1	0.913433910994897	C3-73 Pre-2 GABA-3 NXPH2	C286-162: Sfrp1.Sox6.Lhx8.GABA-1	C4-186 Pre-2 GABA-3 NXPH2 C1QL2_C465-259: Lhx6.Sfrp1.Sox6.Lhx8.GABA-1	0.913433910994897	0	0.913433910994897	0.913433910994897	0	0.913433910994897	1	1	2	C4-186 Pre-2 GABA-3 NXPH2 C1QL2_C465-259: Lhx6.Sfrp1.Sox6.Lhx8.GABA-1
C4-187 Pre-2 GABA-3 NXPH2 SST	C465-260: Npy.Sfrp1.Sox6.Lhx8.GABA-1	0.854768269017897	C3-73 Pre-2 GABA-3 NXPH2	C286-162: Sfrp1.Sox6.Lhx8.GABA-1	C4-187 Pre-2 GABA-3 NXPH2 SST_C465-260: Npy.Sfrp1.Sox6.Lhx8.GABA-1	0.854768269017897	0	0.854768269017897	0.854768269017897	0	0.854768269017897	1	1	2	C4-187 Pre-2 GABA-3 NXPH2 SST_C465-260: Npy.Sfrp1.Sox6.Lhx8.GABA-1
C4-188 Pre-2 GABA-3 GBX1 MEIS1	C465-262: Lhx6.Gbx1.Sox6.Lhx8.GABA-1	0.712575911317883	C3-74 Pre-2 GABA-3 GBX1	C286-163: Gbx1.Sox6.Lhx8.GABA-1	C4-188 Pre-2 GABA-3 GBX1 MEIS1_C465-262: Lhx6.Gbx1.Sox6.Lhx8.GABA-1	0.81101842523989	0	0.81101842523989	0.909460939161898	0.0984425139220077	0.712575911317883	1	1	3	C4-188 Pre-2 GABA-3 GBX1 MEIS1_C465-262: Lhx6.Gbx1.Sox6.Lhx8.GABA-1
C4-189 Pre-2 GABA-3 GBX1 ETV1	C465-263: Crh.Gbx1.Sox6.Lhx8.GABA-1	0.873127664033115	C3-74 Pre-2 GABA-3 GBX1	C286-163: Gbx1.Sox6.Lhx8.GABA-1	C4-189 Pre-2 GABA-3 GBX1 ETV1_C465-263: Crh.Gbx1.Sox6.Lhx8.GABA-1	0.873127664033115	0	0.873127664033115	0.873127664033115	0	0.873127664033115	1	1	1	C4-189 Pre-2 GABA-3 GBX1 ETV1_C465-263: Crh.Gbx1.Sox6.Lhx8.GABA-1
C4-190 Pre-2 GABA-3 GBX1 ADAMTS12	C465-262: Lhx6.Gbx1.Sox6.Lhx8.GABA-1	0.909460939161898	C3-74 Pre-2 GABA-3 GBX1	C286-163: Gbx1.Sox6.Lhx8.GABA-1	C4-190 Pre-2 GABA-3 GBX1 ADAMTS12_C465-262: Lhx6.Gbx1.Sox6.Lhx8.GABA-1	0.909460939161898	0	0.909460939161898	0.909460939161898	0	0.909460939161898	1	1	3	C4-190 Pre-2 GABA-3 GBX1 ADAMTS12_C465-262: Lhx6.Gbx1.Sox6.Lhx8.GABA-1
C4-191 Pre-2 GABA-3 GBX1 PTTG1	C465-261: Pvalb.Gbx1.Sox6.Lhx8.GABA-1	0.808495316524073	C3-74 Pre-2 GABA-3 GBX1	C286-163: Gbx1.Sox6.Lhx8.GABA-1	C4-191 Pre-2 GABA-3 GBX1 PTTG1_C465-261: Pvalb.Gbx1.Sox6.Lhx8.GABA-1	0.821683194326334	0	0.821683194326334	0.834871072128595	0.0131878778022611	0.808495316524073	1	1	2	C4-191 Pre-2 GABA-3 GBX1 PTTG1_C465-261: Pvalb.Gbx1.Sox6.Lhx8.GABA-1
C4-192 Pre-2 GABA-3 GBX1 CASR	C465-261: Pvalb.Gbx1.Sox6.Lhx8.GABA-1	0.709805216770516	C3-74 Pre-2 GABA-3 GBX1	C286-163: Gbx1.Sox6.Lhx8.GABA-1	C4-192 Pre-2 GABA-3 GBX1 CASR_C465-261: Pvalb.Gbx1.Sox6.Lhx8.GABA-1	0.772338144449555	0	0.772338144449555	0.834871072128595	0.0625329276790395	0.709805216770516	1	1	2	C4-192 Pre-2 GABA-3 GBX1 CASR_C465-261: Pvalb.Gbx1.Sox6.Lhx8.GABA-1
C4-193 Pre-2 GABA-3 GBX1 BMPR1B	C465-262: Lhx6.Gbx1.Sox6.Lhx8.GABA-1	0.824309186749353	C3-74 Pre-2 GABA-3 GBX1	C286-163: Gbx1.Sox6.Lhx8.GABA-1	C4-193 Pre-2 GABA-3 GBX1 BMPR1B_C465-262: Lhx6.Gbx1.Sox6.Lhx8.GABA-1	0.866885062955626	0	0.866885062955626	0.909460939161898	0.0425758762062726	0.824309186749353	1	1	3	C4-193 Pre-2 GABA-3 GBX1 BMPR1B_C465-262: Lhx6.Gbx1.Sox6.Lhx8.GABA-1
C4-194 Pre-2 CHOL-1 BMPR1B	C465-321: Chat.GABA-7	0.801748347497732	C3-75 Pre-2 CHOL-1 BMPR1B	C286-197: Chat.GABA-7	C4-194 Pre-2 CHOL-1 BMPR1B_C465-321: Chat.GABA-7	0.848578638399471	0	0.848578638399471	0.89540892930121	0.046830290901739	0.801748347497732	1	1	2	C4-194 Pre-2 CHOL-1 BMPR1B_C465-321: Chat.GABA-7
C4-195 Pre-2 CHOL-1 MEPE	C465-321: Chat.GABA-7	0.89540892930121	C3-76 Pre-2 CHOL-1 MEPE	C286-197: Chat.GABA-7	C4-195 Pre-2 CHOL-1 MEPE_C465-321: Chat.GABA-7	0.89540892930121	0	0.89540892930121	0.89540892930121	0	0.89540892930121	1	1	2	C4-195 Pre-2 CHOL-1 MEPE_C465-321: Chat.GABA-7
C4-196 Pre-2 GABA-4 FIGN SOX6	C465-303: Cyp26b1.Slc17a8.Bcl11b.Meis2.GABA-5	0.786693200535881	C3-77 Pre-2 GABA-4 FIGN	C286-188: Slc17a8.Bcl11b.Meis2.GABA-5	C4-196 Pre-2 GABA-4 FIGN SOX6_C465-303: Cyp26b1.Slc17a8.Bcl11b.Meis2.GABA-5	0.786693200535881	0	0.786693200535881	0.786693200535881	0	0.786693200535881	1	1	1	C4-196 Pre-2 GABA-4 FIGN SOX6_C465-303: Cyp26b1.Slc17a8.Bcl11b.Meis2.GABA-5
C4-197 Pre-2 GABA-4 FIGN CYP19A1	C465-210: Aldh3b2.GABA-2	0.817725693188318	C3-77 Pre-2 GABA-4 FIGN	C286-128: Aldh3b2.GABA-2	C4-197 Pre-2 GABA-4 FIGN CYP19A1_C465-210: Aldh3b2.GABA-2	0.827580750344035	0	0.827580750344035	0.837435807499752	0.00985505715571677	0.817725693188318	1	1	3	C4-197 Pre-2 GABA-4 FIGN CYP19A1_C465-210: Aldh3b2.GABA-2
C4-198 Pre-2 GABA-4 FIGN COL12A1	C465-210: Aldh3b2.GABA-2	0.834809580170618	C3-77 Pre-2 GABA-4 FIGN	C286-128: Aldh3b2.GABA-2	C4-198 Pre-2 GABA-4 FIGN COL12A1_C465-210: Aldh3b2.GABA-2	0.836122693835185	0	0.836122693835185	0.837435807499752	0.00131311366456677	0.834809580170618	1	1	3	C4-198 Pre-2 GABA-4 FIGN COL12A1_C465-210: Aldh3b2.GABA-2
C4-199 Pre-2 GABA-4 FIGN NXPH2	C465-210: Aldh3b2.GABA-2	0.837435807499752	C3-77 Pre-2 GABA-4 FIGN	C286-128: Aldh3b2.GABA-2	C4-199 Pre-2 GABA-4 FIGN NXPH2_C465-210: Aldh3b2.GABA-2	0.837435807499752	0	0.837435807499752	0.837435807499752	0	0.837435807499752	1	1	3	C4-199 Pre-2 GABA-4 FIGN NXPH2_C465-210: Aldh3b2.GABA-2
C4-200 Pre-2 GABA-4 LHX6 ZIC2	C465-250: Moxd1.Dlx1.Lhx6.GABA-1	0.795875340933042	C3-78 Pre-2 GABA-4 LHX6	C286-154: Moxd1.Dlx1.Lhx6.GABA-1	C4-200 Pre-2 GABA-4 LHX6 ZIC2_C465-250: Moxd1.Dlx1.Lhx6.GABA-1	0.854149481749952	0	0.854149481749952	0.912423622566862	0.0582741408169104	0.795875340933042	1	1	5	C4-200 Pre-2 GABA-4 LHX6 ZIC2_C465-250: Moxd1.Dlx1.Lhx6.GABA-1
C4-201 Pre-2 GABA-4 LHX6 CASR	C465-250: Moxd1.Dlx1.Lhx6.GABA-1	0.912423622566862	C3-78 Pre-2 GABA-4 LHX6	C286-154: Moxd1.Dlx1.Lhx6.GABA-1	C4-201 Pre-2 GABA-4 LHX6 CASR_C465-250: Moxd1.Dlx1.Lhx6.GABA-1	0.912423622566862	0	0.912423622566862	0.912423622566862	0	0.912423622566862	1	1	5	C4-201 Pre-2 GABA-4 LHX6 CASR_C465-250: Moxd1.Dlx1.Lhx6.GABA-1
C4-202 Pre-2 GABA-4 LHX6 NPY	C465-250: Moxd1.Dlx1.Lhx6.GABA-1	0.851565372819158	C3-78 Pre-2 GABA-4 LHX6	C286-154: Moxd1.Dlx1.Lhx6.GABA-1	C4-202 Pre-2 GABA-4 LHX6 NPY_C465-250: Moxd1.Dlx1.Lhx6.GABA-1	0.88199449769301	0	0.88199449769301	0.912423622566862	0.0304291248738522	0.851565372819158	1	1	5	C4-202 Pre-2 GABA-4 LHX6 NPY_C465-250: Moxd1.Dlx1.Lhx6.GABA-1
C4-203 Pre-2 GABA-4 LHX6 SLC7A3	C465-250: Moxd1.Dlx1.Lhx6.GABA-1	0.884969667344047	C3-78 Pre-2 GABA-4 LHX6	C286-154: Moxd1.Dlx1.Lhx6.GABA-1	C4-203 Pre-2 GABA-4 LHX6 SLC7A3_C465-250: Moxd1.Dlx1.Lhx6.GABA-1	0.898696644955455	0	0.898696644955455	0.912423622566862	0.0137269776114077	0.884969667344047	1	1	5	C4-203 Pre-2 GABA-4 LHX6 SLC7A3_C465-250: Moxd1.Dlx1.Lhx6.GABA-1
C4-205 Pre-2 GABA-4 LHX6 EYS	C465-250: Moxd1.Dlx1.Lhx6.GABA-1	0.799764472848515	C3-78 Pre-2 GABA-4 LHX6	C286-154: Moxd1.Dlx1.Lhx6.GABA-1	C4-205 Pre-2 GABA-4 LHX6 EYS_C465-250: Moxd1.Dlx1.Lhx6.GABA-1	0.856094047707689	0	0.856094047707689	0.912423622566862	0.0563295748591735	0.799764472848515	1	1	5	C4-205 Pre-2 GABA-4 LHX6 EYS_C465-250: Moxd1.Dlx1.Lhx6.GABA-1
C4-209 Pre-2 GABA-4 CHST9 SATB2	C465-251: Crhbp.Dlx1.Lhx6.GABA-1	0.791007731702168	C3-80 Pre-2 GABA-4 CHST9	C286-155: Crhbp.Dlx1.Lhx6.GABA-1	C4-209 Pre-2 GABA-4 CHST9 SATB2_C465-251: Crhbp.Dlx1.Lhx6.GABA-1	0.837660978610721	0	0.837660978610721	0.884314225519273	0.0466532469085526	0.791007731702168	1	1	2	C4-209 Pre-2 GABA-4 CHST9 SATB2_C465-251: Crhbp.Dlx1.Lhx6.GABA-1
C4-21 Pre-1 GABA-1 SEMA3C TAC3	C465-314: Cxcl14.Tac1.Meis2.GABA-5	0.713035125419055	C3-26 Pre-1 GABA-1 SEMA3C	C286-193: Cxcl14.Tac1.Meis2.GABA-5	C4-21 Pre-1 GABA-1 SEMA3C TAC3_C465-314: Cxcl14.Tac1.Meis2.GABA-5	0.81754891360758	0	0.81754891360758	0.922062701796106	0.104513788188525	0.713035125419055	1	1	3	C4-21 Pre-1 GABA-1 SEMA3C TAC3_C465-314: Cxcl14.Tac1.Meis2.GABA-5
C4-210 Pre-2 GABA-4 CHST9 TMEM255A	C465-251: Crhbp.Dlx1.Lhx6.GABA-1	0.884314225519273	C3-80 Pre-2 GABA-4 CHST9	C286-155: Crhbp.Dlx1.Lhx6.GABA-1	C4-210 Pre-2 GABA-4 CHST9 TMEM255A_C465-251: Crhbp.Dlx1.Lhx6.GABA-1	0.884314225519273	0	0.884314225519273	0.884314225519273	0	0.884314225519273	1	1	2	C4-210 Pre-2 GABA-4 CHST9 TMEM255A_C465-251: Crhbp.Dlx1.Lhx6.GABA-1
C4-211 Pre-2 GABA-4 POSTN	C465-244: Dlx6os1.St18.Lhx6.GABA-1	0.871234302699607	C3-81 Pre-2 GABA-4 POSTN	C286-151: St18.Lhx6.GABA-1	C4-211 Pre-2 GABA-4 POSTN_C465-244: Dlx6os1.St18.Lhx6.GABA-1	0.871234302699607	0	0.871234302699607	0.871234302699607	0	0.871234302699607	1	1	2	C4-211 Pre-2 GABA-4 POSTN_C465-244: Dlx6os1.St18.Lhx6.GABA-1
C4-214 Post-1 GLU-1 EBF2 THSD7B	C465-14: Tcf4.Nfia.Nxph4.GLU-2	0.728408576849527	C3-82 Post-1 GLU-1 EBF2	C286-9: Nfia.Nxph4.GLU-2	C4-214 Post-1 GLU-1 EBF2 THSD7B_C465-14: Tcf4.Nfia.Nxph4.GLU-2	0.794150587347172	0.0180251864741966	0.758100214398778	0.823842224896423	0.0477168240234481	0.728408576849527	1	1	2	C4-214 Post-1 GLU-1 EBF2 THSD7B_C465-14: Tcf4.Nfia.Nxph4.GLU-2
C4-218 Post-1 GLU-1 ZEB2 FREM2	C465-48: Rxfp1.Lmx1a.GLU-2	0.871490158439444	C3-83 Post-1 GLU-1 ZEB2	C286-28: Rxfp1.Lmx1a.GLU-2	C4-218 Post-1 GLU-1 ZEB2 FREM2_C465-48: Rxfp1.Lmx1a.GLU-2	0.900229398002103	0	0.900229398002103	0.928968637564762	0.0287392395626589	0.871490158439444	1	1	5	C4-218 Post-1 GLU-1 ZEB2 FREM2_C465-48: Rxfp1.Lmx1a.GLU-2
C4-219 Post-1 GLU-1 ZEB2 SLC26A7	C465-48: Rxfp1.Lmx1a.GLU-2	0.928968637564762	C3-83 Post-1 GLU-1 ZEB2	C286-28: Rxfp1.Lmx1a.GLU-2	C4-219 Post-1 GLU-1 ZEB2 SLC26A7_C465-48: Rxfp1.Lmx1a.GLU-2	0.928968637564762	0	0.928968637564762	0.928968637564762	0	0.928968637564762	1	1	5	C4-219 Post-1 GLU-1 ZEB2 SLC26A7_C465-48: Rxfp1.Lmx1a.GLU-2
C4-220 Post-1 GLU-1 ZEB2 VIP	C465-48: Rxfp1.Lmx1a.GLU-2	0.76238347808905	C3-83 Post-1 GLU-1 ZEB2	C286-28: Rxfp1.Lmx1a.GLU-2	C4-220 Post-1 GLU-1 ZEB2 VIP_C465-48: Rxfp1.Lmx1a.GLU-2	0.845676057826906	0	0.845676057826906	0.928968637564762	0.0832925797378556	0.76238347808905	1	1	5	C4-220 Post-1 GLU-1 ZEB2 VIP_C465-48: Rxfp1.Lmx1a.GLU-2
C4-221 Post-1 GLU-1 ZEB2 IGF1	C465-48: Rxfp1.Lmx1a.GLU-2	0.743713666233283	C3-83 Post-1 GLU-1 ZEB2	C286-28: Rxfp1.Lmx1a.GLU-2	C4-221 Post-1 GLU-1 ZEB2 IGF1_C465-48: Rxfp1.Lmx1a.GLU-2	0.836341151899022	0	0.836341151899022	0.928968637564762	0.0926274856657393	0.743713666233283	1	1	5	C4-221 Post-1 GLU-1 ZEB2 IGF1_C465-48: Rxfp1.Lmx1a.GLU-2
C4-223 Post-1 GLU-1 ZNF676 EBF2	C465-7: Irx3.Lmx1a.Pitx2.Irx5.GLU-2	0.81903568490898	C3-84 Post-1 GLU-1 ZNF676	C286-4: Lmx1a.Pitx2.Irx5.GLU-2	C4-223 Post-1 GLU-1 ZNF676 EBF2_C465-7: Irx3.Lmx1a.Pitx2.Irx5.GLU-2	0.81903568490898	0	0.81903568490898	0.81903568490898	0	0.81903568490898	1	1	4	C4-223 Post-1 GLU-1 ZNF676 EBF2_C465-7: Irx3.Lmx1a.Pitx2.Irx5.GLU-2
