human_cluster	mouse_cluster	human_parent	mouse_parent	similarity	human_count	mouse_count
C4-257 Post-1 GLU-4 CRNDE ADCYAP1	C465-5: Cdh23.Lmx1a.Pitx2.Irx5.GLU-2	C3-95 Post-1 GLU-4 CRNDE	C286-4: Lmx1a.Pitx2.Irx5.GLU-2	0.775432509012737	1	2
C4-26 Pre-1 GABA-1 PRKCH RXFP2	C465-311: Crym.Ppp1r1b.Tac1.Meis2.GABA-5	C3-27 Pre-1 GABA-1 PRKCH	C286-192: Ppp1r1b.Tac1.Meis2.GABA-5	0.754645125521751	1	1
C4-260 Mid-3 GLU-1 RSPO3 POU6F2	C465-38: Tcf7l2.Tbr1.Meis2.Samd3.GLU-2	C3-97 Mid-3 GLU-1 RSPO3	C286-22: Tbr1.Meis2.Samd3.GLU-2	0.887299658206996	1	3
C4-261 Mid-3 GLU-1 RSPO3 ROR1	C465-39: Ndnf.Meis2.Samd3.GLU-2	C3-97 Mid-3 GLU-1 RSPO3	C286-23: Ndnf.Meis2.Samd3.GLU-2	0.862431001335985	1	1
C4-262 Mid-3 GLU-1 RSPO3 NMBR	C465-38: Tcf7l2.Tbr1.Meis2.Samd3.GLU-2	C3-97 Mid-3 GLU-1 RSPO3	C286-22: Tbr1.Meis2.Samd3.GLU-2	0.905962984226317	1	3
C4-263 Mid-3 GLU-1 RSPO3 TGFBI	C465-38: Tcf7l2.Tbr1.Meis2.Samd3.GLU-2	C3-97 Mid-3 GLU-1 RSPO3	C286-22: Tbr1.Meis2.Samd3.GLU-2	0.724599357966328	1	3
C4-264 Mid-3 GLU-1 ONECUT3 AGTR1	C465-34: Tbr1.Gng8.Samd3.GLU-2	C3-98 Mid-3 GLU-1 ONECUT3	C286-21: Gng8.Samd3.GLU-2	0.786951767509815	1	2
C4-265 Mid-3 GLU-1 ONECUT3 OPN5	C465-34: Tbr1.Gng8.Samd3.GLU-2	C3-98 Mid-3 GLU-1 ONECUT3	C286-21: Gng8.Samd3.GLU-2	0.851274340164317	1	2
C4-266 Mid-3 GLU-1 DLK1 TAC1	C465-37: Mab21l2.Tbr1.Meis2.Samd3.GLU-2	C3-99 Mid-3 GLU-1 DLK1	C286-22: Tbr1.Meis2.Samd3.GLU-2	0.817699594818634	1	1
C4-268 Mid-3 GLU-1 DLK1 EBF2	C465-49: Sln.GLU-2	C3-99 Mid-3 GLU-1 DLK1	C286-29: Sln.GLU-2	0.721989477509845	1	1
C4-269 Mid-3 GLU-1 DLK1 CLDN1	C465-36: Mab21l1.Tbr1.Meis2.Samd3.GLU-2	C3-99 Mid-3 GLU-1 DLK1	C286-22: Tbr1.Meis2.Samd3.GLU-2	0.817838607576869	1	1
C4-27 Pre-1 GABA-1 PRKCH DCDC2C	C465-312: Scn4b.Ppp1r1b.Tac1.Meis2.GABA-5	C3-27 Pre-1 GABA-1 PRKCH	C286-192: Ppp1r1b.Tac1.Meis2.GABA-5	0.859698734285047	1	1
C4-271 Mid-3 GLU-1 DLK1 ITGA8	C465-40: Ucn3.Meis2.Samd3.GLU-2	C3-99 Mid-3 GLU-1 DLK1	C286-24: Ucn3.Meis2.Samd3.GLU-2	0.779486178407368	1	3
C4-272 Mid-3 GLU-1 DLK1 EMX2	C465-40: Ucn3.Meis2.Samd3.GLU-2	C3-99 Mid-3 GLU-1 DLK1	C286-24: Ucn3.Meis2.Samd3.GLU-2	0.774575345244726	1	3
C4-273 Mid-3 GLU-1 DLK1 TSPEAR	C465-40: Ucn3.Meis2.Samd3.GLU-2	C3-99 Mid-3 GLU-1 DLK1	C286-24: Ucn3.Meis2.Samd3.GLU-2	0.744831477949654	1	3
C4-276 Mid-3 GLU-1 OTP MEIS1	C465-7: Irx3.Lmx1a.Pitx2.Irx5.GLU-2	C3-100 Mid-3 GLU-1 OTP	C286-4: Lmx1a.Pitx2.Irx5.GLU-2	0.731942806416755	1	4
C4-277 Mid-3 GLU-2 CBLN2 PTPRC	C465-22: Asic4.Igfbpl1.Cbln2.Trh.GLU-2	C3-101 Mid-3 GLU-2 CBLN2	C286-13: Igfbpl1.Cbln2.Trh.GLU-2	0.91671254752292	1	1
C4-278 Mid-3 GLU-2 CBLN2 EBF1	C465-23: Ebf1.Igfbpl1.Cbln2.Trh.GLU-2	C3-101 Mid-3 GLU-2 CBLN2	C286-13: Igfbpl1.Cbln2.Trh.GLU-2	0.814063432493717	1	1
C4-279 Mid-3 GLU-2 CBLN2 ONECUT3	C465-21: Agtr1a.Igfbpl1.Cbln2.Trh.GLU-2	C3-101 Mid-3 GLU-2 CBLN2	C286-13: Igfbpl1.Cbln2.Trh.GLU-2	0.928631612997672	1	1
C4-280 Mid-3 GLU-2 CBLN2 SIM2	C465-19: Ebf1.Nostrin.Cbln2.Trh.GLU-2	C3-101 Mid-3 GLU-2 CBLN2	C286-12: Nostrin.Cbln2.Trh.GLU-2	0.925150206481099	2	1
C4-282 Mid-3 GLU-2 OTP EBF1	C465-24: Otp.Gsc.Ebf1.Trh.GLU-2	C3-102 Mid-3 GLU-2 OTP	C286-14: Gsc.Ebf1.Trh.GLU-2	0.824628604914902	1	1
C4-283 Mid-3 GLU-2 OTP AGTR1	C465-32: Sst.Tent5a.GLU-2	C3-102 Mid-3 GLU-2 OTP	C286-19: Sst.Tent5a.GLU-2	0.856848036430156	1	1
C4-285 Mid-3 GLU-2 OTP NXPH2	C465-31: Ucn3.Trh.GLU-2	C3-102 Mid-3 GLU-2 OTP	C286-18: Ucn3.Trh.GLU-2	0.895435654430871	1	1
C4-286 Mid-3 GLU-2 EBF2 LRP2	C465-28: Ebf2.Trh.GLU-2	C3-103 Mid-3 GLU-2 EBF2	C286-16: Ebf2.Trh.GLU-2	0.919628828847026	1	1
C4-287 Mid-3 GLU-2 EBF2 EBF1	C465-26: Sall3.Gsc.Ebf1.Trh.GLU-2	C3-103 Mid-3 GLU-2 EBF2	C286-14: Gsc.Ebf1.Trh.GLU-2	0.759473309403863	1	1
C4-288 Mid-3 GLU-2 ITGA8 RORB	C465-25: Npas3.Gsc.Ebf1.Trh.GLU-2	C3-104 Mid-3 GLU-2 ITGA8	C286-14: Gsc.Ebf1.Trh.GLU-2	0.908720359311011	1	2
C4-289 Mid-3 GLU-2 ITGA8 LRP2	C465-25: Npas3.Gsc.Ebf1.Trh.GLU-2	C3-104 Mid-3 GLU-2 ITGA8	C286-14: Gsc.Ebf1.Trh.GLU-2	0.852219362342366	1	2
C4-290 Mid-3 GLU-2 ONECUT3 CARTPT	C465-30: Pvalb.Syt2.Trh.GLU-2	C3-105 Mid-3 GLU-2 ONECUT3	C286-17: Syt2.Trh.GLU-2	0.869620984054182	1	1
C4-291 Mid-3 GLU-2 ONECUT3 ZIC2	C465-27: Sncg.Ebf1.Trh.GLU-2	C3-105 Mid-3 GLU-2 ONECUT3	C286-15: Sncg.Ebf1.Trh.GLU-2	0.921337182043283	1	1
C4-292 Mid-3 GLU-2 ONECUT3 SIM2	C465-29: Tac1.Syt2.Trh.GLU-2	C3-105 Mid-3 GLU-2 ONECUT3	C286-17: Syt2.Trh.GLU-2	0.908963065428755	1	1
C4-293 Mid-3 GLU-3 AVP AGRP	C465-15: Cd68.Nfia.Nxph4.GLU-2	C3-106 Mid-3 GLU-3 AVP	C286-9: Nfia.Nxph4.GLU-2	0.744979790157278	1	1
C4-295 Mid-3 GLU-3 AVP NTS	C465-16: Sim1.Ebf3.Nxph4.GLU-2	C3-106 Mid-3 GLU-3 AVP	C286-10: Ebf3.Nxph4.GLU-2	0.728985312393244	1	2
C4-298 Mid-3 GLU-3 AVP SLC17A7	C465-14: Tcf4.Nfia.Nxph4.GLU-2	C3-106 Mid-3 GLU-3 AVP	C286-9: Nfia.Nxph4.GLU-2	0.713274668034881	1	2
C4-300 Mid-3 GLU-3 SLITRK6 CRH	C465-16: Sim1.Ebf3.Nxph4.GLU-2	C3-107 Mid-3 GLU-3 SLITRK6	C286-10: Ebf3.Nxph4.GLU-2	0.716461191572963	1	2
C4-301 Mid-3 GLU-3 SLITRK6 NPSR1	C465-17: Npas1.Ebf3.Nxph4.GLU-2	C3-107 Mid-3 GLU-3 SLITRK6	C286-10: Ebf3.Nxph4.GLU-2	0.900191461358473	1	2
C4-302 Mid-3 GLU-3 SLITRK6 FIGN	C465-13: Ebf3.Stk26.Nxph4.GLU-2	C3-107 Mid-3 GLU-3 SLITRK6	C286-8: Stk26.Nxph4.GLU-2	0.827287076279732	1	2
C4-303 Mid-3 GLU-3 SLITRK6 FBN2	C465-17: Npas1.Ebf3.Nxph4.GLU-2	C3-107 Mid-3 GLU-3 SLITRK6	C286-10: Ebf3.Nxph4.GLU-2	0.717699120106813	1	2
C4-304 Mid-3 GLU-3 CD36 EBF1	C465-130: Gpc3.Bace2.GLU-5	C3-108 Mid-3 GLU-3 CD36	C286-80: Gpc3.Bace2.GLU-5	0.824707964254855	1	1
C4-307 Mid-3 GLU-3 METTL11B CALCR	C465-13: Ebf3.Stk26.Nxph4.GLU-2	C3-109 Mid-3 GLU-3 METTL11B	C286-8: Stk26.Nxph4.GLU-2	0.917321581758948	1	2
C4-308 Mid-3 GLU-3 METTL11B TMEM244	C465-12: Col27a1.Stk26.Nxph4.GLU-2	C3-109 Mid-3 GLU-3 METTL11B	C286-8: Stk26.Nxph4.GLU-2	0.901431328023867	1	2
C4-309 Mid-3 GLU-3 METTL11B ADGRG4	C465-12: Col27a1.Stk26.Nxph4.GLU-2	C3-109 Mid-3 GLU-3 METTL11B	C286-8: Stk26.Nxph4.GLU-2	0.720708724266795	1	2
C4-31 Pre-1 GABA-1 KCNH8 SLC17A8	C465-304: Zfp503.Slc17a8.Bcl11b.Meis2.GABA-5	C3-28 Pre-1 GABA-1 KCNH8	C286-188: Slc17a8.Bcl11b.Meis2.GABA-5	0.810573761891964	2	1
C4-310 Mid-3 GLU-3 OR10AG1 KCNMB2	C465-18: Adgrf5.Nxph4.GLU-2	C3-110 Mid-3 GLU-3 OR10AG1	C286-11: Adgrf5.Nxph4.GLU-2	0.825123528328319	1	1
C4-312 Mid-3 GLU-4 MEDAG	C465-132: Th.Ebf3.Caprin2.GLU-6	C3-111 Mid-3 GLU-4 MEDAG	C286-81: Ebf3.Caprin2.GLU-6	0.835296138603311	1	1
C4-313 Mid-3 GLU-4 OXT	C465-134: Oxt.Caprin2.GLU-6	C3-112 Mid-3 GLU-4 OXT	C286-82: Oxt.Caprin2.GLU-6	0.943556295560982	1	1
C4-315 Mid-3 GLU-5 TRH	C465-33: Crh.Tent5a.GLU-2	C3-113 Mid-3 GLU-5	C286-20: Crh.Tent5a.GLU-2	0.710137364706686	1	1
C4-316 Mid-2 GLU-1 CHST9 NMBR	C465-111: Unassigned.Eomes.Lhx9.Mixed.GLU-4	C3-114 Mid-2 GLU-1 CHST9	C286-67: Eomes.Lhx9.Mixed.GLU-4	0.769389656850424	1	1
C4-317 Mid-2 GLU-1 CHST9 LHX9	C465-110: C1ql2.Eomes.Lhx9.Mixed.GLU-4	C3-114 Mid-2 GLU-1 CHST9	C286-67: Eomes.Lhx9.Mixed.GLU-4	0.928091408468848	1	1
C4-318 Mid-2 GLU-1 CHST9 CYP19A1	C465-61: Epha6.Mc4r.Fezf1.GLU-3	C3-114 Mid-2 GLU-1 CHST9	C286-37: Mc4r.Fezf1.GLU-3	0.80975192428574	1	1
C4-32 Pre-1 GABA-1 KCNH8 DCDC2C	C465-313: Pcp4l1.Ppp1r1b.Tac1.Meis2.GABA-5	C3-28 Pre-1 GABA-1 KCNH8	C286-192: Ppp1r1b.Tac1.Meis2.GABA-5	0.840688047854215	1	1
C4-320 Mid-2 GLU-1 ITGA2 ANKRD30A	C465-113: Shisal2b.Lhx9.Mixed.GLU-4	C3-115 Mid-2 GLU-1 ITGA2	C286-68: Shisal2b.Lhx9.Mixed.GLU-4	0.786581526166794	1	1
C4-321 Mid-2 GLU-1 ITGA2 LEF1	C465-109: Ntng2.Lef1.Mixed.GLU-4	C3-115 Mid-2 GLU-1 ITGA2	C286-66: Ntng2.Lef1.Mixed.GLU-4	0.943275843577246	1	1
C4-323 Mid-2 GLU-1 ITGA2 SLC17A8	C465-114: Crh.Lhx9.Mixed.GLU-4	C3-115 Mid-2 GLU-1 ITGA2	C286-69: Crh.Lhx9.Mixed.GLU-4	0.885273721702895	1	1
C4-324 Mid-2 GLU-1 ITGA2 ONECUT3	C465-107: Ntng2.Tac1.Lef1.Mixed.GLU-4	C3-115 Mid-2 GLU-1 ITGA2	C286-65: Tac1.Lef1.Mixed.GLU-4	0.872759175501358	3	1
C4-326 Mid-2 GLU-1 SOX14 ADCYAP1	C465-116: Lpar1.GLU-4	C3-116 Mid-2 GLU-1 SOX14	C286-71: Lpar1.GLU-4	0.738989385972925	1	1
C4-329 Mid-2 GLU-1 LHX9 OTP	C465-119: Fezf2.Qrfp.Rfx4.GLU-4	C3-117 Mid-2 GLU-1 LHX9	C286-73: Qrfp.Rfx4.GLU-4	0.869028974367236	1	1
C4-33 Pre-1 GABA-2 EYA2 CXCL14	C465-306: Sp9.Ccn1.Meis2.GABA-5	C3-29 Pre-1 GABA-2 EYA2	C286-190: Ccn1.Meis2.GABA-5	0.746131295858574	1	3
C4-331 Mid-2 GLU-1 LHX9 HCRT	C465-118: Lhx9.Qrfp.Rfx4.GLU-4	C3-117 Mid-2 GLU-1 LHX9	C286-73: Qrfp.Rfx4.GLU-4	0.927004927321196	4	1
C4-332 Mid-2 GLU-2 CALB1 RXFP2	C465-51: Col24a1.Unassigned.Fezf1.GLU-3	C3-118 Mid-2 GLU-2 CALB1	C286-31: Col24a1.Unassigned.Fezf1.GLU-3	0.785235051544465	1	2
C4-333 Mid-2 GLU-2 CALB1 ONECUT1	C465-56: Nkain3.Egflam.Unassigned.Fezf1.GLU-3	C3-118 Mid-2 GLU-2 CALB1	C286-34: Egflam.Unassigned.Fezf1.GLU-3	0.780417089007439	1	1
C4-335 Mid-2 GLU-2 CALB1 TLL1	C465-51: Col24a1.Unassigned.Fezf1.GLU-3	C3-118 Mid-2 GLU-2 CALB1	C286-31: Col24a1.Unassigned.Fezf1.GLU-3	0.900841551192191	1	2
C4-336 Mid-2 GLU-2 CALB1 IQGAP2	C465-59: Sox14.Unassigned.Fezf1.GLU-3	C3-118 Mid-2 GLU-2 CALB1	C286-35: Sox14.Unassigned.Fezf1.GLU-3	0.746086052833182	1	1
C4-337 Mid-2 GLU-2 CALB1 SATB2	C465-50: Gpr149.Unassigned.Fezf1.GLU-3	C3-118 Mid-2 GLU-2 CALB1	C286-30: Gpr149.Unassigned.Fezf1.GLU-3	0.864000188698785	1	1
C4-338 Mid-2 GLU-2 CALB1 RASSF6	C465-60: Nkx2-2.Unassigned.Fezf1.GLU-3	C3-118 Mid-2 GLU-2 CALB1	C286-36: Nkx2-2.Unassigned.Fezf1.GLU-3	0.898194769772948	4	1
C4-339 Mid-2 GLU-2 MEGF10 IQGAP2	C465-98: Slc17a8.Prdm13.Tcf4.GLU-3	C3-119 Mid-2 GLU-2 MEGF10	C286-61: Prdm13.Tcf4.GLU-3	0.925175300873625	2	1
C4-34 Pre-1 GABA-2 EYA2 MCOLN3	C465-306: Sp9.Ccn1.Meis2.GABA-5	C3-29 Pre-1 GABA-2 EYA2	C286-190: Ccn1.Meis2.GABA-5	0.826721108304287	1	3
C4-340 Mid-2 GLU-2 MEGF10 IGFBP7	C465-100: Slc17a8.Nfia.Tcf4.GLU-3	C3-119 Mid-2 GLU-2 MEGF10	C286-62: Nfia.Tcf4.GLU-3	0.844421114553128	2	1
C4-341 Mid-2 GLU-2 MEGF10 MDFIC	C465-95: Adamts19.Tcf7l2.Vcan.GLU-3	C3-119 Mid-2 GLU-2 MEGF10	C286-59: Tcf7l2.Vcan.GLU-3	0.947745024512103	3	1
C4-342 Mid-2 GLU-2 MEGF10 NR5A2	C465-80: Vgll2.Nr5a1.Tcf7l2.Gpr149.GLU-3	C3-119 Mid-2 GLU-2 MEGF10	C286-47: Nr5a1.Tcf7l2.Gpr149.GLU-3	0.743884168362565	1	1
C4-343 Mid-2 GLU-2 ARHGAP42 ADAMTSL1	C465-87: Npas1.Adamts9.Fezf1.Gpr149.GLU-3	C3-120 Mid-2 GLU-2 ARHGAP42	C286-53: Adamts9.Fezf1.Gpr149.GLU-3	0.885319465470167	1	1
C4-344 Mid-2 GLU-2 ARHGAP42 QRFPR	C465-88: Qrfpr.Adamts9.Fezf1.Gpr149.GLU-3	C3-120 Mid-2 GLU-2 ARHGAP42	C286-53: Adamts9.Fezf1.Gpr149.GLU-3	0.819206976118322	2	1
C4-345 Mid-2 GLU-2 ARHGAP42 COL15A1	C465-77: Rreb1.Rai14.Hmcn2.Gpr149.GLU-3	C3-120 Mid-2 GLU-2 ARHGAP42	C286-45: Rai14.Hmcn2.Gpr149.GLU-3	0.959122177003798	4	1
C4-346 Mid-2 GLU-2 ARHGAP42 SHISAL2B	C465-92: Nr5a1.C1ql2.Gpr149.GLU-3	C3-120 Mid-2 GLU-2 ARHGAP42	C286-57: Nr5a1.C1ql2.Gpr149.GLU-3	0.760307026013287	1	1
C4-347 Mid-2 GLU-2 SLC22A10 GSTA1	C465-70: Gpc5.Gldn.Cbln4.Cd40.GLU-3	C3-121 Mid-2 GLU-2 SLC22A10	C286-41: Gldn.Cbln4.Cd40.GLU-3	0.858573722609717	2	1
C4-348 Mid-2 GLU-2 SLC22A10 WDR64	C465-64: Stxbp6.Satb2.Cd40.GLU-3	C3-121 Mid-2 GLU-2 SLC22A10	C286-38: Satb2.Cd40.GLU-3	0.906806874685579	1	1
C4-350 Mid-2 GLU-2 SLC22A10 PGR	C465-72: Necab1.Cbln4.Cd40.GLU-3	C3-121 Mid-2 GLU-2 SLC22A10	C286-42: Necab1.Cbln4.Cd40.GLU-3	0.823643822410824	2	1
C4-351 Mid-2 GLU-2 PGR SATB2	C465-67: Greb1.Moxd1.Cd40.GLU-3	C3-122 Mid-2 GLU-2 PGR	C286-39: Moxd1.Cd40.GLU-3	0.788015824411492	1	2
C4-354 Mid-2 GLU-2 PGR PENK	C465-67: Greb1.Moxd1.Cd40.GLU-3	C3-122 Mid-2 GLU-2 PGR	C286-39: Moxd1.Cd40.GLU-3	0.790230546961578	1	2
C4-355 Mid-2 GABA-GLU-1 RGS22 AGRP	C465-286: Otp.Serpina3n.Npy.Agrp.GABA-4	C3-123 Mid-2 GABA-GLU-1 RGS22	C286-176: Serpina3n.Npy.Agrp.GABA-4	0.912171550242407	5	1
C4-357 Mid-2 GABA-GLU-1 RGS22 NPY	C465-291: Gpr101.Ptprk.Npy.Sst.GABA-4	C3-123 Mid-2 GABA-GLU-1 RGS22	C286-179: Ptprk.Npy.Sst.GABA-4	0.9237177130528	2	1
C4-359 Mid-2 GABA-GLU-1 RGS22 NDNF	C465-294: Il1rapl2.Otp.Sst.GABA-4	C3-123 Mid-2 GABA-GLU-1 RGS22	C286-181: Il1rapl2.Otp.Sst.GABA-4	0.83314908782727	1	1
C4-36 Pre-1 GABA-2 EYA2 CAV1	C465-308: Foxp2.Ccn1.Meis2.GABA-5	C3-29 Pre-1 GABA-2 EYA2	C286-190: Ccn1.Meis2.GABA-5	0.86492041776048	1	2
C4-360 Mid-2 GABA-GLU-1 P2RX2 RND3	C465-299: Pthlh.Abi3bp.Meis2.GABA-5	C3-124 Mid-2 GABA-GLU-1 P2RX2	C286-186: Abi3bp.Meis2.GABA-5	0.950474874549299	2	1
C4-361 Mid-2 GABA-GLU-1 P2RX2 SNTG2	C465-301: Satb1.Meis2.GABA-5	C3-124 Mid-2 GABA-GLU-1 P2RX2	C286-187: Satb1.Meis2.GABA-5	0.820007107094549	1	1
C4-364 Mid-2 GABA-GLU-2 PPP1R17 TAFA4	C465-242: Grp.Ppp1r17.GABA-1	C3-126 Mid-2 GABA-GLU-2 PPP1R17	C286-149: Grp.Ppp1r17.GABA-1	0.715977735326016	1	1
C4-369 Mid-2 GLU-3 PDZRN4 MLIP	C465-2: Otx1.GLU-1	C3-127 Mid-2 GLU-3 PDZRN4	C286-2: Otx1.GLU-1	0.739308762060685	1	1
C4-37 Pre-1 GABA-2 EYA2 SNTB1	C465-306: Sp9.Ccn1.Meis2.GABA-5	C3-29 Pre-1 GABA-2 EYA2	C286-190: Ccn1.Meis2.GABA-5	0.7412819599901	1	3
C4-370 Mid-2 GLU-3 PDZRN4 PMCH	C465-137: Parpbp.Pmch.GLU-7	C3-127 Mid-2 GLU-3 PDZRN4	C286-84: Pmch.GLU-7	0.940366184324337	1	2
C4-371 Mid-2 GLU-3 PDZRN4 SULF1	C465-137: Parpbp.Pmch.GLU-7	C3-127 Mid-2 GLU-3 PDZRN4	C286-84: Pmch.GLU-7	0.838659541197819	1	2
C4-372 Mid-2 GLU-3 PMCH	C465-138: Tacr3.Pmch.GLU-7	C3-128 Mid-2 GLU-3 PMCH	C286-84: Pmch.GLU-7	0.911689480402474	2	1
C4-373 Mid-2 GABA-GLU-3 POMC PRDM12	C465-122: Prdm12.Anxa2.Pomc.GLU-5	C3-129 Mid-2 GABA-GLU-3 POMC	C286-75: Anxa2.Pomc.GLU-5	0.945262067945849	2	1
C4-374 Mid-2 GABA-GLU-3 POMC CALCR	C465-125: Tbx3.Ttr.Pomc.GLU-5	C3-129 Mid-2 GABA-GLU-3 POMC	C286-77: Ttr.Pomc.GLU-5	0.873567776638787	1	1
C4-375 Mid-2 GABA-GLU-3 POMC ANKRD30A	C465-124: Glipr1.Pomc.GLU-5	C3-129 Mid-2 GABA-GLU-3 POMC	C286-76: Glipr1.Pomc.GLU-5	0.780550486301163	1	2
C4-376 Mid-2 GABA-GLU-3 PDGFD PGR	C465-255: Crabp1.Sytl4.Tbx3.GABA-1	C3-130 Mid-2 GABA-GLU-3 PDGFD	C286-159: Crabp1.Sytl4.Tbx3.GABA-1	0.883940382670726	1	1
C4-377 Mid-2 GABA-GLU-3 PDGFD ALDH1A1	C465-254: Vgll3.Tbx3.GABA-1	C3-130 Mid-2 GABA-GLU-3 PDGFD	C286-158: Vgll3.Tbx3.GABA-1	0.875553789780344	2	1
C4-378 Mid-2 GABA-GLU-3 PDGFD CALCRL	C465-247: Pbx3.Lhx6.GABA-1	C3-130 Mid-2 GABA-GLU-3 PDGFD	C286-152: Pbx3.Lhx6.GABA-1	0.825813448528893	1	2
C4-379 Mid-2 GABA-GLU-3 PDGFD HMCN1	C465-247: Pbx3.Lhx6.GABA-1	C3-130 Mid-2 GABA-GLU-3 PDGFD	C286-152: Pbx3.Lhx6.GABA-1	0.740009620085847	1	2
C4-38 Pre-1 GABA-2 EYA2 EPHA3	C465-308: Foxp2.Ccn1.Meis2.GABA-5	C3-29 Pre-1 GABA-2 EYA2	C286-190: Ccn1.Meis2.GABA-5	0.879827136647775	1	2
C4-380 Mid-2 GABA-GLU-3 PDGFD WIF1	C465-213: Anxa2.Tbx19.Il1rapl2.GABA-1	C3-130 Mid-2 GABA-GLU-3 PDGFD	C286-130: Tbx19.Il1rapl2.GABA-1	0.815322012198754	1	1
C4-381 Mid-2 GABA-GLU-3 LEF1 NTS	C465-229: Npsr1.Barhl2.Lef1.GABA-1	C3-131 Mid-2 GABA-GLU-3 LEF1	C286-141: Barhl2.Lef1.GABA-1	0.880010213970252	1	1
C4-382 Mid-2 GABA-GLU-3 LEF1 IL1RAPL2	C465-228: Prph.Barhl2.Lef1.GABA-1	C3-131 Mid-2 GABA-GLU-3 LEF1	C286-141: Barhl2.Lef1.GABA-1	0.909405578677689	1	1
C4-386 Mid-2 GABA-GLU-3 PGR MECOM	C465-128: Rxfp1.Tac2.GLU-5	C3-132 Mid-2 GABA-GLU-3 PGR	C286-78: Tac2.GLU-5	0.703445179838234	1	2
C4-387 Mid-2 GABA-GLU-3 PGR TRPC6	C465-128: Rxfp1.Tac2.GLU-5	C3-132 Mid-2 GABA-GLU-3 PGR	C286-78: Tac2.GLU-5	0.792117349763117	1	2
C4-388 Mid-2 GABA-GLU-3 PGR CALCR	C465-124: Glipr1.Pomc.GLU-5	C3-132 Mid-2 GABA-GLU-3 PGR	C286-76: Glipr1.Pomc.GLU-5	0.808472967088555	1	2
C4-393 Mid-2 GLU-4 ANKRD30A ADAMTSL3	C465-73: Pou6f2.Esr1.Iigp1.Cd40.GLU-3	C3-133 Mid-2 GLU-4 ANKRD30A	C286-43: Esr1.Iigp1.Cd40.GLU-3	0.780799262596981	1	1
C4-398 Mid-2 GLU-4 WNT7B HMCN1	C465-243: Dlx6os1.Ppp1r17.GABA-1	C3-134 Mid-2 GLU-4 WNT7B	C286-150: Dlx6os1.Ppp1r17.GABA-1	0.839009857883626	1	1
C4-402 Mid-2 GLU-4 HDC TECRL	C465-253: Hdc.GABA-1	C3-135 Mid-2 GLU-4 HDC	C286-157: Hdc.GABA-1	0.813257620565249	1	3
C4-403 Mid-2 GLU-4 HDC GPR101	C465-253: Hdc.GABA-1	C3-135 Mid-2 GLU-4 HDC	C286-157: Hdc.GABA-1	0.705725808933163	1	3
C4-404 Mid-2 GLU-4 HDC PDK4	C465-253: Hdc.GABA-1	C3-135 Mid-2 GLU-4 HDC	C286-157: Hdc.GABA-1	0.889342492628397	1	3
C4-407 Post-2 GLU-1 ADGRL4 IGF2BP2	C465-148: Epha8.Foxb1.GLU-8	C3-137 Post-2 GLU-1 ADGRL4	C286-90: Epha8.Foxb1.GLU-8	0.789856213420508	2	1
C4-408 Post-2 GLU-1 ADGRL4 IL1RAPL2	C465-173: Prok2.Vip.Vipr2.GABA-2	C3-137 Post-2 GLU-1 ADGRL4	C286-106: Vip.Vipr2.GABA-2	0.799907410170683	1	2
C4-409 Post-2 GLU-1 KIT MCTP2	C465-143: Ctxn3.Myo5b.Postn.Foxb1.GLU-8	C3-138 Post-2 GLU-1 KIT	C286-86: Myo5b.Postn.Foxb1.GLU-8	0.804724902307882	1	2
C4-410 Post-2 GLU-1 KIT LAMA1	C465-143: Ctxn3.Myo5b.Postn.Foxb1.GLU-8	C3-138 Post-2 GLU-1 KIT	C286-86: Myo5b.Postn.Foxb1.GLU-8	0.801254792757265	1	2
C4-411 Post-2 GLU-1 SALL3 PVALB	C465-185: C1ql3.Nms.Fam122b.Vipr2.GABA-2	C3-139 Post-2 GLU-1 SALL3	C286-112: Nms.Fam122b.Vipr2.GABA-2	0.745179328099465	1	1
C4-415 Post-2 GLU-2 BTNL9	C465-149: Prkch.GLU-8	C3-140 Post-2 GLU-2	C286-91: Prkch.GLU-8	0.850178374706523	1	1
C4-43 Pre-1 GABA-2 CXCL14 FAM160A1	C465-139: Ctxn3.Nts.Foxb1.GLU-8	C3-31 Pre-1 GABA-2 CXCL14	C286-85: Nts.Foxb1.GLU-8	0.766524535625902	1	1
C4-52 Pre-1 GABA-3 TBL1Y SOX6	C465-171: Otx2.Mixed.GABA-2	C3-35 Pre-1 GABA-3 TBL1Y	C286-105: Otx2.Mixed.GABA-2	0.752088109273817	1	2
C4-53 Pre-1 GABA-3 TBL1Y CRH	C465-171: Otx2.Mixed.GABA-2	C3-35 Pre-1 GABA-3 TBL1Y	C286-105: Otx2.Mixed.GABA-2	0.928179987483419	1	2
C4-55 Pre-1 GABA-4 PENK	C465-173: Prok2.Vip.Vipr2.GABA-2	C3-36 Pre-1 GABA-4	C286-106: Vip.Vipr2.GABA-2	0.78917961414893	1	2
C4-56 Pre-1 GABA-5 FAP	C465-295: Th.Otp.Sst.GABA-4	C3-37 Pre-1 GABA-5	C286-182: Th.Otp.Sst.GABA-4	0.818174314321144	1	1
C4-59 Pre-1 GABA-7 DCDC2C SMOC2	C465-310: Crym.Adora2a.Meis2.GABA-5	C3-39 Pre-1 GABA-7 DCDC2C	C286-191: Adora2a.Meis2.GABA-5	0.799932776842559	1	1
