from	to	isLeaf	level	count	totalCount	from_named	to_named
C3-106	C4-296	TRUE	6	0	1	C3-106 Mid-3 GLU-3 AVP	C4-296 Mid-3 GLU-3 AVP TFPI2
C3-106	C4-297	TRUE	6	0	1	C3-106 Mid-3 GLU-3 AVP	C4-297 Mid-3 GLU-3 AVP PGF
C3-106	C4-298	TRUE	6	0	1	C3-106 Mid-3 GLU-3 AVP	C4-298 Mid-3 GLU-3 AVP SLC17A7
C3-107	C4-299	TRUE	6	0	1	C3-107 Mid-3 GLU-3 SLITRK6	C4-299 Mid-3 GLU-3 SLITRK6 TAFA4
C3-107	C4-300	TRUE	6	0	1	C3-107 Mid-3 GLU-3 SLITRK6	C4-300 Mid-3 GLU-3 SLITRK6 CRH
C3-107	C4-301	TRUE	6	0	1	C3-107 Mid-3 GLU-3 SLITRK6	C4-301 Mid-3 GLU-3 SLITRK6 NPSR1
C3-107	C4-302	TRUE	6	0	1	C3-107 Mid-3 GLU-3 SLITRK6	C4-302 Mid-3 GLU-3 SLITRK6 FIGN
C3-107	C4-303	TRUE	6	0	1	C3-107 Mid-3 GLU-3 SLITRK6	C4-303 Mid-3 GLU-3 SLITRK6 FBN2
C3-108	C4-304	TRUE	6	0	1	C3-108 Mid-3 GLU-3 CD36	C4-304 Mid-3 GLU-3 CD36 EBF1
C3-108	C4-305	TRUE	6	0	1	C3-108 Mid-3 GLU-3 CD36	C4-305 Mid-3 GLU-3 CD36 SPTLC3
C3-108	C4-306	TRUE	6	0	1	C3-108 Mid-3 GLU-3 CD36	C4-306 Mid-3 GLU-3 CD36 LMCD1
C3-109	C4-307	TRUE	6	0	1	C3-109 Mid-3 GLU-3 METTL11B	C4-307 Mid-3 GLU-3 METTL11B CALCR
C3-109	C4-308	TRUE	6	0	1	C3-109 Mid-3 GLU-3 METTL11B	C4-308 Mid-3 GLU-3 METTL11B TMEM244
C3-109	C4-309	TRUE	6	0	1	C3-109 Mid-3 GLU-3 METTL11B	C4-309 Mid-3 GLU-3 METTL11B ADGRG4
C3-110	C4-310	TRUE	6	0	1	C3-110 Mid-3 GLU-3 OR10AG1	C4-310 Mid-3 GLU-3 OR10AG1 KCNMB2
C3-110	C4-311	TRUE	6	0	1	C3-110 Mid-3 GLU-3 OR10AG1	C4-311 Mid-3 GLU-3 OR10AG1 DACH1
C3-111	C4-312	TRUE	6	0	1	C3-111 Mid-3 GLU-4 MEDAG	C4-312 Mid-3 GLU-4 MEDAG
C3-112	C4-313	TRUE	6	0	1	C3-112 Mid-3 GLU-4 OXT	C4-313 Mid-3 GLU-4 OXT
C3-113	C4-314	TRUE	6	0	1	C3-113 Mid-3 GLU-5	C4-314 Mid-3 GLU-5 AGTR1
C3-113	C4-315	TRUE	6	0	1	C3-113 Mid-3 GLU-5	C4-315 Mid-3 GLU-5 TRH
C3-114	C4-316	TRUE	6	0	1	C3-114 Mid-2 GLU-1 CHST9	C4-316 Mid-2 GLU-1 CHST9 NMBR
C3-114	C4-317	TRUE	6	0	1	C3-114 Mid-2 GLU-1 CHST9	C4-317 Mid-2 GLU-1 CHST9 LHX9
C3-114	C4-318	TRUE	6	0	1	C3-114 Mid-2 GLU-1 CHST9	C4-318 Mid-2 GLU-1 CHST9 CYP19A1
C3-114	C4-319	TRUE	6	0	1	C3-114 Mid-2 GLU-1 CHST9	C4-319 Mid-2 GLU-1 CHST9 PROX1
C3-115	C4-320	TRUE	6	0	1	C3-115 Mid-2 GLU-1 ITGA2	C4-320 Mid-2 GLU-1 ITGA2 ANKRD30A
C3-115	C4-321	TRUE	6	0	1	C3-115 Mid-2 GLU-1 ITGA2	C4-321 Mid-2 GLU-1 ITGA2 LEF1
C3-115	C4-322	TRUE	6	0	1	C3-115 Mid-2 GLU-1 ITGA2	C4-322 Mid-2 GLU-1 ITGA2 RASSF6
C3-115	C4-323	TRUE	6	0	1	C3-115 Mid-2 GLU-1 ITGA2	C4-323 Mid-2 GLU-1 ITGA2 SLC17A8
C3-115	C4-324	TRUE	6	0	1	C3-115 Mid-2 GLU-1 ITGA2	C4-324 Mid-2 GLU-1 ITGA2 ONECUT3
C3-115	C4-325	TRUE	6	0	1	C3-115 Mid-2 GLU-1 ITGA2	C4-325 Mid-2 GLU-1 ITGA2 PRLH
C3-116	C4-326	TRUE	6	0	1	C3-116 Mid-2 GLU-1 SOX14	C4-326 Mid-2 GLU-1 SOX14 ADCYAP1
C3-116	C4-327	TRUE	6	0	1	C3-116 Mid-2 GLU-1 SOX14	C4-327 Mid-2 GLU-1 SOX14 COL4A6
C3-116	C4-328	TRUE	6	0	1	C3-116 Mid-2 GLU-1 SOX14	C4-328 Mid-2 GLU-1 SOX14 CYP19A1
C3-117	C4-329	TRUE	6	0	1	C3-117 Mid-2 GLU-1 LHX9	C4-329 Mid-2 GLU-1 LHX9 OTP
C3-117	C4-330	TRUE	6	0	1	C3-117 Mid-2 GLU-1 LHX9	C4-330 Mid-2 GLU-1 LHX9 NPVF
C3-117	C4-331	TRUE	6	0	1	C3-117 Mid-2 GLU-1 LHX9	C4-331 Mid-2 GLU-1 LHX9 HCRT
C3-118	C4-332	TRUE	6	0	1	C3-118 Mid-2 GLU-2 CALB1	C4-332 Mid-2 GLU-2 CALB1 RXFP2
C3-118	C4-333	TRUE	6	0	1	C3-118 Mid-2 GLU-2 CALB1	C4-333 Mid-2 GLU-2 CALB1 ONECUT1
C3-118	C4-334	TRUE	6	0	1	C3-118 Mid-2 GLU-2 CALB1	C4-334 Mid-2 GLU-2 CALB1 TINAG
C3-118	C4-335	TRUE	6	0	1	C3-118 Mid-2 GLU-2 CALB1	C4-335 Mid-2 GLU-2 CALB1 TLL1
C3-118	C4-336	TRUE	6	0	1	C3-118 Mid-2 GLU-2 CALB1	C4-336 Mid-2 GLU-2 CALB1 IQGAP2
C3-118	C4-337	TRUE	6	0	1	C3-118 Mid-2 GLU-2 CALB1	C4-337 Mid-2 GLU-2 CALB1 SATB2
C3-118	C4-338	TRUE	6	0	1	C3-118 Mid-2 GLU-2 CALB1	C4-338 Mid-2 GLU-2 CALB1 RASSF6
C3-119	C4-339	TRUE	6	0	1	C3-119 Mid-2 GLU-2 MEGF10	C4-339 Mid-2 GLU-2 MEGF10 IQGAP2
C3-119	C4-340	TRUE	6	0	1	C3-119 Mid-2 GLU-2 MEGF10	C4-340 Mid-2 GLU-2 MEGF10 IGFBP7
C3-119	C4-341	TRUE	6	0	1	C3-119 Mid-2 GLU-2 MEGF10	C4-341 Mid-2 GLU-2 MEGF10 MDFIC
C3-119	C4-342	TRUE	6	0	1	C3-119 Mid-2 GLU-2 MEGF10	C4-342 Mid-2 GLU-2 MEGF10 NR5A2
C3-120	C4-343	TRUE	6	0	1	C3-120 Mid-2 GLU-2 ARHGAP42	C4-343 Mid-2 GLU-2 ARHGAP42 ADAMTSL1
C3-120	C4-344	TRUE	6	0	1	C3-120 Mid-2 GLU-2 ARHGAP42	C4-344 Mid-2 GLU-2 ARHGAP42 QRFPR
C3-120	C4-345	TRUE	6	0	1	C3-120 Mid-2 GLU-2 ARHGAP42	C4-345 Mid-2 GLU-2 ARHGAP42 COL15A1
C3-120	C4-346	TRUE	6	0	1	C3-120 Mid-2 GLU-2 ARHGAP42	C4-346 Mid-2 GLU-2 ARHGAP42 SHISAL2B
C3-121	C4-347	TRUE	6	0	1	C3-121 Mid-2 GLU-2 SLC22A10	C4-347 Mid-2 GLU-2 SLC22A10 GSTA1
C3-121	C4-348	TRUE	6	0	1	C3-121 Mid-2 GLU-2 SLC22A10	C4-348 Mid-2 GLU-2 SLC22A10 WDR64
C3-121	C4-349	TRUE	6	0	1	C3-121 Mid-2 GLU-2 SLC22A10	C4-349 Mid-2 GLU-2 SLC22A10 CCBE1
C3-121	C4-350	TRUE	6	0	1	C3-121 Mid-2 GLU-2 SLC22A10	C4-350 Mid-2 GLU-2 SLC22A10 PGR
C3-122	C4-351	TRUE	6	0	1	C3-122 Mid-2 GLU-2 PGR	C4-351 Mid-2 GLU-2 PGR SATB2
C3-122	C4-352	TRUE	6	0	1	C3-122 Mid-2 GLU-2 PGR	C4-352 Mid-2 GLU-2 PGR ONECUT1
C3-122	C4-353	TRUE	6	0	1	C3-122 Mid-2 GLU-2 PGR	C4-353 Mid-2 GLU-2 PGR DCN
C3-122	C4-354	TRUE	6	0	1	C3-122 Mid-2 GLU-2 PGR	C4-354 Mid-2 GLU-2 PGR PENK
C3-123	C4-355	TRUE	6	0	1	C3-123 Mid-2 GABA-GLU-1 RGS22	C4-355 Mid-2 GABA-GLU-1 RGS22 AGRP
C3-123	C4-356	TRUE	6	0	1	C3-123 Mid-2 GABA-GLU-1 RGS22	C4-356 Mid-2 GABA-GLU-1 RGS22 GPC3
C3-123	C4-357	TRUE	6	0	1	C3-123 Mid-2 GABA-GLU-1 RGS22	C4-357 Mid-2 GABA-GLU-1 RGS22 NPY
C3-123	C4-358	TRUE	6	0	1	C3-123 Mid-2 GABA-GLU-1 RGS22	C4-358 Mid-2 GABA-GLU-1 RGS22 POU6F2
C3-123	C4-359	TRUE	6	0	1	C3-123 Mid-2 GABA-GLU-1 RGS22	C4-359 Mid-2 GABA-GLU-1 RGS22 NDNF
C3-124	C4-360	TRUE	6	0	1	C3-124 Mid-2 GABA-GLU-1 P2RX2	C4-360 Mid-2 GABA-GLU-1 P2RX2 RND3
C3-124	C4-361	TRUE	6	0	1	C3-124 Mid-2 GABA-GLU-1 P2RX2	C4-361 Mid-2 GABA-GLU-1 P2RX2 SNTG2
C3-125	C4-362	TRUE	6	0	1	C3-125 Mid-2 GABA-GLU-2 NTS	C4-362 Mid-2 GABA-GLU-2 NTS
C3-126	C4-363	TRUE	6	0	1	C3-126 Mid-2 GABA-GLU-2 PPP1R17	C4-363 Mid-2 GABA-GLU-2 PPP1R17 ADGRG6
C3-126	C4-364	TRUE	6	0	1	C3-126 Mid-2 GABA-GLU-2 PPP1R17	C4-364 Mid-2 GABA-GLU-2 PPP1R17 TAFA4
C3-126	C4-365	TRUE	6	0	1	C3-126 Mid-2 GABA-GLU-2 PPP1R17	C4-365 Mid-2 GABA-GLU-2 PPP1R17 LMO1
C3-126	C4-366	TRUE	6	0	1	C3-126 Mid-2 GABA-GLU-2 PPP1R17	C4-366 Mid-2 GABA-GLU-2 PPP1R17 CCBE1
C3-126	C4-367	TRUE	6	0	1	C3-126 Mid-2 GABA-GLU-2 PPP1R17	C4-367 Mid-2 GABA-GLU-2 PPP1R17 NPY
C3-126	C4-368	TRUE	6	0	1	C3-126 Mid-2 GABA-GLU-2 PPP1R17	C4-368 Mid-2 GABA-GLU-2 PPP1R17 SFRP1
C3-127	C4-369	TRUE	6	0	1	C3-127 Mid-2 GLU-3 PDZRN4	C4-369 Mid-2 GLU-3 PDZRN4 MLIP
C3-127	C4-370	TRUE	6	0	1	C3-127 Mid-2 GLU-3 PDZRN4	C4-370 Mid-2 GLU-3 PDZRN4 PMCH
C3-127	C4-371	TRUE	6	0	1	C3-127 Mid-2 GLU-3 PDZRN4	C4-371 Mid-2 GLU-3 PDZRN4 SULF1
C3-128	C4-372	TRUE	6	0	1	C3-128 Mid-2 GLU-3 PMCH	C4-372 Mid-2 GLU-3 PMCH
C3-129	C4-373	TRUE	6	0	1	C3-129 Mid-2 GABA-GLU-3 POMC	C4-373 Mid-2 GABA-GLU-3 POMC PRDM12
C3-129	C4-374	TRUE	6	0	1	C3-129 Mid-2 GABA-GLU-3 POMC	C4-374 Mid-2 GABA-GLU-3 POMC CALCR
C3-129	C4-375	TRUE	6	0	1	C3-129 Mid-2 GABA-GLU-3 POMC	C4-375 Mid-2 GABA-GLU-3 POMC ANKRD30A
C3-130	C4-376	TRUE	6	0	1	C3-130 Mid-2 GABA-GLU-3 PDGFD	C4-376 Mid-2 GABA-GLU-3 PDGFD PGR
C3-130	C4-377	TRUE	6	0	1	C3-130 Mid-2 GABA-GLU-3 PDGFD	C4-377 Mid-2 GABA-GLU-3 PDGFD ALDH1A1
C3-130	C4-378	TRUE	6	0	1	C3-130 Mid-2 GABA-GLU-3 PDGFD	C4-378 Mid-2 GABA-GLU-3 PDGFD CALCRL
C3-130	C4-379	TRUE	6	0	1	C3-130 Mid-2 GABA-GLU-3 PDGFD	C4-379 Mid-2 GABA-GLU-3 PDGFD HMCN1
C3-130	C4-380	TRUE	6	0	1	C3-130 Mid-2 GABA-GLU-3 PDGFD	C4-380 Mid-2 GABA-GLU-3 PDGFD WIF1
C3-131	C4-381	TRUE	6	0	1	C3-131 Mid-2 GABA-GLU-3 LEF1	C4-381 Mid-2 GABA-GLU-3 LEF1 NTS
C3-131	C4-382	TRUE	6	0	1	C3-131 Mid-2 GABA-GLU-3 LEF1	C4-382 Mid-2 GABA-GLU-3 LEF1 IL1RAPL2
C3-131	C4-383	TRUE	6	0	1	C3-131 Mid-2 GABA-GLU-3 LEF1	C4-383 Mid-2 GABA-GLU-3 LEF1 MUC7
C3-132	C4-384	TRUE	6	0	1	C3-132 Mid-2 GABA-GLU-3 PGR	C4-384 Mid-2 GABA-GLU-3 PGR ANKRD30A
C3-132	C4-385	TRUE	6	0	1	C3-132 Mid-2 GABA-GLU-3 PGR	C4-385 Mid-2 GABA-GLU-3 PGR DNAH11
C3-132	C4-386	TRUE	6	0	1	C3-132 Mid-2 GABA-GLU-3 PGR	C4-386 Mid-2 GABA-GLU-3 PGR MECOM
C3-132	C4-387	TRUE	6	0	1	C3-132 Mid-2 GABA-GLU-3 PGR	C4-387 Mid-2 GABA-GLU-3 PGR TRPC6
C3-132	C4-388	TRUE	6	0	1	C3-132 Mid-2 GABA-GLU-3 PGR	C4-388 Mid-2 GABA-GLU-3 PGR CALCR
C3-132	C4-389	TRUE	6	0	1	C3-132 Mid-2 GABA-GLU-3 PGR	C4-389 Mid-2 GABA-GLU-3 PGR TGFBR2
C3-132	C4-390	TRUE	6	0	1	C3-132 Mid-2 GABA-GLU-3 PGR	C4-390 Mid-2 GABA-GLU-3 PGR TAC1
C3-132	C4-391	TRUE	6	0	1	C3-132 Mid-2 GABA-GLU-3 PGR	C4-391 Mid-2 GABA-GLU-3 PGR TAC3
C3-133	C4-392	TRUE	6	0	1	C3-133 Mid-2 GLU-4 ANKRD30A	C4-392 Mid-2 GLU-4 ANKRD30A MBNL3
C3-133	C4-393	TRUE	6	0	1	C3-133 Mid-2 GLU-4 ANKRD30A	C4-393 Mid-2 GLU-4 ANKRD30A ADAMTSL3
C3-133	C4-394	TRUE	6	0	1	C3-133 Mid-2 GLU-4 ANKRD30A	C4-394 Mid-2 GLU-4 ANKRD30A CASR
C3-134	C4-395	TRUE	6	0	1	C3-134 Mid-2 GLU-4 WNT7B	C4-395 Mid-2 GLU-4 WNT7B MCTP2
C3-134	C4-396	TRUE	6	0	1	C3-134 Mid-2 GLU-4 WNT7B	C4-396 Mid-2 GLU-4 WNT7B PRRX1
C3-134	C4-397	TRUE	6	0	1	C3-134 Mid-2 GLU-4 WNT7B	C4-397 Mid-2 GLU-4 WNT7B GNB4
C3-134	C4-398	TRUE	6	0	1	C3-134 Mid-2 GLU-4 WNT7B	C4-398 Mid-2 GLU-4 WNT7B HMCN1
C3-134	C4-399	TRUE	6	0	1	C3-134 Mid-2 GLU-4 WNT7B	C4-399 Mid-2 GLU-4 WNT7B DCN
C3-134	C4-400	TRUE	6	0	1	C3-134 Mid-2 GLU-4 WNT7B	C4-400 Mid-2 GLU-4 WNT7B NPY
C3-134	C4-401	TRUE	6	0	1	C3-134 Mid-2 GLU-4 WNT7B	C4-401 Mid-2 GLU-4 WNT7B TBX3
C3-135	C4-402	TRUE	6	0	1	C3-135 Mid-2 GLU-4 HDC	C4-402 Mid-2 GLU-4 HDC TECRL
C3-135	C4-403	TRUE	6	0	1	C3-135 Mid-2 GLU-4 HDC	C4-403 Mid-2 GLU-4 HDC GPR101
C3-135	C4-404	TRUE	6	0	1	C3-135 Mid-2 GLU-4 HDC	C4-404 Mid-2 GLU-4 HDC PDK4
C3-136	C4-405	TRUE	6	0	1	C3-136 Mid-2 GLU-4 EYA4	C4-405 Mid-2 GLU-4 EYA4 HDC
C3-136	C4-406	TRUE	6	0	1	C3-136 Mid-2 GLU-4 EYA4	C4-406 Mid-2 GLU-4 EYA4 NPNT
C3-137	C4-407	TRUE	6	0	1	C3-137 Post-2 GLU-1 ADGRL4	C4-407 Post-2 GLU-1 ADGRL4 IGF2BP2
C3-137	C4-408	TRUE	6	0	1	C3-137 Post-2 GLU-1 ADGRL4	C4-408 Post-2 GLU-1 ADGRL4 IL1RAPL2
C3-138	C4-409	TRUE	6	0	1	C3-138 Post-2 GLU-1 KIT	C4-409 Post-2 GLU-1 KIT MCTP2
C3-138	C4-410	TRUE	6	0	1	C3-138 Post-2 GLU-1 KIT	C4-410 Post-2 GLU-1 KIT LAMA1
C3-139	C4-411	TRUE	6	0	1	C3-139 Post-2 GLU-1 SALL3	C4-411 Post-2 GLU-1 SALL3 PVALB
C3-139	C4-412	TRUE	6	0	1	C3-139 Post-2 GLU-1 SALL3	C4-412 Post-2 GLU-1 SALL3 TAC3
C3-139	C4-413	TRUE	6	0	1	C3-139 Post-2 GLU-1 SALL3	C4-413 Post-2 GLU-1 SALL3 DMRTA2
C3-140	C4-414	TRUE	6	0	1	C3-140 Post-2 GLU-2	C4-414 Post-2 GLU-2 TAC3
C3-140	C4-415	TRUE	6	0	1	C3-140 Post-2 GLU-2	C4-415 Post-2 GLU-2 BTNL9
C3-22	C4-1	TRUE	6	0	1	C3-22 Pre-1 GABA-8 PRKCH	C4-1 Pre-1 GABA-8 PRKCH EYA1
C3-22	C4-2	TRUE	6	0	1	C3-22 Pre-1 GABA-8 PRKCH	C4-2 Pre-1 GABA-8 PRKCH PDYN
C3-22	C4-3	TRUE	6	0	1	C3-22 Pre-1 GABA-8 PRKCH	C4-3 Pre-1 GABA-8 PRKCH EYA2
C3-22	C4-4	TRUE	6	0	1	C3-22 Pre-1 GABA-8 PRKCH	C4-4 Pre-1 GABA-8 PRKCH PTPRQ
C3-23	C4-5	TRUE	6	0	1	C3-23 Pre-1 GABA-8 DRD1	C4-5 Pre-1 GABA-8 DRD1 OPN4
C3-23	C4-6	TRUE	6	0	1	C3-23 Pre-1 GABA-8 DRD1	C4-6 Pre-1 GABA-8 DRD1 TACR3
C3-24	C4-7	TRUE	6	0	1	C3-24 Pre-1 GABA-8 SLC1A3	C4-7 Pre-1 GABA-8 SLC1A3 AQP4
C3-24	C4-8	TRUE	6	0	1	C3-24 Pre-1 GABA-8 SLC1A3	C4-8 Pre-1 GABA-8 SLC1A3 CALCRL
C3-24	C4-9	TRUE	6	0	1	C3-24 Pre-1 GABA-8 SLC1A3	C4-9 Pre-1 GABA-8 SLC1A3 DCDC2C
C3-24	C4-10	TRUE	6	0	1	C3-24 Pre-1 GABA-8 SLC1A3	C4-10 Pre-1 GABA-8 SLC1A3 PTPRQ
C3-24	C4-11	TRUE	6	0	1	C3-24 Pre-1 GABA-8 SLC1A3	C4-11 Pre-1 GABA-8 SLC1A3 HGF
C3-24	C4-12	TRUE	6	0	1	C3-24 Pre-1 GABA-8 SLC1A3	C4-12 Pre-1 GABA-8 SLC1A3 PDYN
C3-25	C4-13	TRUE	6	0	1	C3-25 Pre-1 GABA-8 DRD2	C4-13 Pre-1 GABA-8 DRD2 EYA2
C3-25	C4-14	TRUE	6	0	1	C3-25 Pre-1 GABA-8 DRD2	C4-14 Pre-1 GABA-8 DRD2 P2RY1
C3-26	C4-15	TRUE	6	0	1	C3-26 Pre-1 GABA-1 SEMA3C	C4-15 Pre-1 GABA-1 SEMA3C CXCL14
C3-26	C4-16	TRUE	6	0	1	C3-26 Pre-1 GABA-1 SEMA3C	C4-16 Pre-1 GABA-1 SEMA3C ITGA8
C3-26	C4-17	TRUE	6	0	1	C3-26 Pre-1 GABA-1 SEMA3C	C4-17 Pre-1 GABA-1 SEMA3C PTPN14
C3-26	C4-18	TRUE	6	0	1	C3-26 Pre-1 GABA-1 SEMA3C	C4-18 Pre-1 GABA-1 SEMA3C CAV1
C3-26	C4-19	TRUE	6	0	1	C3-26 Pre-1 GABA-1 SEMA3C	C4-19 Pre-1 GABA-1 SEMA3C SEMA3E
C3-26	C4-20	TRUE	6	0	1	C3-26 Pre-1 GABA-1 SEMA3C	C4-20 Pre-1 GABA-1 SEMA3C PDYN
C3-26	C4-21	TRUE	6	0	1	C3-26 Pre-1 GABA-1 SEMA3C	C4-21 Pre-1 GABA-1 SEMA3C TAC3
C3-26	C4-22	TRUE	6	0	1	C3-26 Pre-1 GABA-1 SEMA3C	C4-22 Pre-1 GABA-1 SEMA3C GNG7
C3-26	C4-23	TRUE	6	0	1	C3-26 Pre-1 GABA-1 SEMA3C	C4-23 Pre-1 GABA-1 SEMA3C HGF
C3-26	C4-24	TRUE	6	0	1	C3-26 Pre-1 GABA-1 SEMA3C	C4-24 Pre-1 GABA-1 SEMA3C CFH
C3-26	C4-25	TRUE	6	0	1	C3-26 Pre-1 GABA-1 SEMA3C	C4-25 Pre-1 GABA-1 SEMA3C COL15A1
C3-27	C4-26	TRUE	6	0	1	C3-27 Pre-1 GABA-1 PRKCH	C4-26 Pre-1 GABA-1 PRKCH RXFP2
C3-27	C4-27	TRUE	6	0	1	C3-27 Pre-1 GABA-1 PRKCH	C4-27 Pre-1 GABA-1 PRKCH DCDC2C
C3-27	C4-28	TRUE	6	0	1	C3-27 Pre-1 GABA-1 PRKCH	C4-28 Pre-1 GABA-1 PRKCH EBF1
C3-27	C4-29	TRUE	6	0	1	C3-27 Pre-1 GABA-1 PRKCH	C4-29 Pre-1 GABA-1 PRKCH PWWP3B
C3-28	C4-30	TRUE	6	0	1	C3-28 Pre-1 GABA-1 KCNH8	C4-30 Pre-1 GABA-1 KCNH8 PTPRQ
C3-28	C4-31	TRUE	6	0	1	C3-28 Pre-1 GABA-1 KCNH8	C4-31 Pre-1 GABA-1 KCNH8 SLC17A8
C3-28	C4-32	TRUE	6	0	1	C3-28 Pre-1 GABA-1 KCNH8	C4-32 Pre-1 GABA-1 KCNH8 DCDC2C
C3-29	C4-33	TRUE	6	0	1	C3-29 Pre-1 GABA-2 EYA2	C4-33 Pre-1 GABA-2 EYA2 CXCL14
C3-29	C4-34	TRUE	6	0	1	C3-29 Pre-1 GABA-2 EYA2	C4-34 Pre-1 GABA-2 EYA2 MCOLN3
C3-29	C4-35	TRUE	6	0	1	C3-29 Pre-1 GABA-2 EYA2	C4-35 Pre-1 GABA-2 EYA2 RXFP1
C3-29	C4-36	TRUE	6	0	1	C3-29 Pre-1 GABA-2 EYA2	C4-36 Pre-1 GABA-2 EYA2 CAV1
C3-29	C4-37	TRUE	6	0	1	C3-29 Pre-1 GABA-2 EYA2	C4-37 Pre-1 GABA-2 EYA2 SNTB1
C3-29	C4-38	TRUE	6	0	1	C3-29 Pre-1 GABA-2 EYA2	C4-38 Pre-1 GABA-2 EYA2 EPHA3
C3-29	C4-39	TRUE	6	0	1	C3-29 Pre-1 GABA-2 EYA2	C4-39 Pre-1 GABA-2 EYA2 PDYN
C3-30	C4-40	TRUE	6	0	1	C3-30 Pre-1 GABA-2 SLC22A10	C4-40 Pre-1 GABA-2 SLC22A10 NDST4
C3-30	C4-41	TRUE	6	0	1	C3-30 Pre-1 GABA-2 SLC22A10	C4-41 Pre-1 GABA-2 SLC22A10 LOXHD1
C3-31	C4-42	TRUE	6	0	1	C3-31 Pre-1 GABA-2 CXCL14	C4-42 Pre-1 GABA-2 CXCL14 CALCRL
C3-31	C4-43	TRUE	6	0	1	C3-31 Pre-1 GABA-2 CXCL14	C4-43 Pre-1 GABA-2 CXCL14 FAM160A1
C3-32	C4-44	TRUE	6	0	1	C3-32 Pre-1 GABA-3 PRDM16	C4-44 Pre-1 GABA-3 PRDM16 SLC24A4
C3-32	C4-45	TRUE	6	0	1	C3-32 Pre-1 GABA-3 PRDM16	C4-45 Pre-1 GABA-3 PRDM16 LHX8
C3-33	C4-46	TRUE	6	0	1	C3-33 Pre-1 GABA-3 PAX6	C4-46 Pre-1 GABA-3 PAX6 SCGN
C3-33	C4-47	TRUE	6	0	1	C3-33 Pre-1 GABA-3 PAX6	C4-47 Pre-1 GABA-3 PAX6 SPHKAP
C3-34	C4-48	TRUE	6	0	1	C3-34 Pre-1 GABA-3 CRH	C4-48 Pre-1 GABA-3 CRH BNC2
C3-34	C4-49	TRUE	6	0	1	C3-34 Pre-1 GABA-3 CRH	C4-49 Pre-1 GABA-3 CRH SCGN
C3-34	C4-50	TRUE	6	0	1	C3-34 Pre-1 GABA-3 CRH	C4-50 Pre-1 GABA-3 CRH VIPR2
C3-34	C4-51	TRUE	6	0	1	C3-34 Pre-1 GABA-3 CRH	C4-51 Pre-1 GABA-3 CRH PDYN
C3-35	C4-52	TRUE	6	0	1	C3-35 Pre-1 GABA-3 TBL1Y	C4-52 Pre-1 GABA-3 TBL1Y SOX6
C3-35	C4-53	TRUE	6	0	1	C3-35 Pre-1 GABA-3 TBL1Y	C4-53 Pre-1 GABA-3 TBL1Y CRH
C3-36	C4-54	TRUE	6	0	1	C3-36 Pre-1 GABA-4	C4-54 Pre-1 GABA-4 TTN
C3-36	C4-55	TRUE	6	0	1	C3-36 Pre-1 GABA-4	C4-55 Pre-1 GABA-4 PENK
C3-37	C4-56	TRUE	6	0	1	C3-37 Pre-1 GABA-5	C4-56 Pre-1 GABA-5 FAP
C3-37	C4-57	TRUE	6	0	1	C3-37 Pre-1 GABA-5	C4-57 Pre-1 GABA-5 EBF1
C3-38	C4-58	TRUE	6	0	1	C3-38 Pre-1 GABA-6	C4-58 Pre-1 GABA-6
C3-39	C4-59	TRUE	6	0	1	C3-39 Pre-1 GABA-7 DCDC2C	C4-59 Pre-1 GABA-7 DCDC2C SMOC2
C3-39	C4-60	TRUE	6	0	1	C3-39 Pre-1 GABA-7 DCDC2C	C4-60 Pre-1 GABA-7 DCDC2C TENT5A
C3-40	C4-61	TRUE	6	0	1	C3-40 Pre-1 GABA-7 FREM2	C4-61 Pre-1 GABA-7 FREM2
C3-41	C4-62	TRUE	6	0	1	C3-41 Mid-1 GABA-1	C4-62 Mid-1 GABA-1 SHISAL2B
C3-41	C4-63	TRUE	6	0	1	C3-41 Mid-1 GABA-1	C4-63 Mid-1 GABA-1 BRS3
C3-41	C4-64	TRUE	6	0	1	C3-41 Mid-1 GABA-1	C4-64 Mid-1 GABA-1 NR5A2
C3-41	C4-65	TRUE	6	0	1	C3-41 Mid-1 GABA-1	C4-65 Mid-1 GABA-1 HGF
C3-42	C4-66	TRUE	6	0	1	C3-42 Mid-1 GABA-2 LGR5	C4-66 Mid-1 GABA-2 LGR5 NMS
C3-42	C4-67	TRUE	6	0	1	C3-42 Mid-1 GABA-2 LGR5	C4-67 Mid-1 GABA-2 LGR5 NTS
C3-42	C4-68	TRUE	6	0	1	C3-42 Mid-1 GABA-2 LGR5	C4-68 Mid-1 GABA-2 LGR5 LGALS3
C3-42	C4-69	TRUE	6	0	1	C3-42 Mid-1 GABA-2 LGR5	C4-69 Mid-1 GABA-2 LGR5 MKX
C3-42	C4-70	TRUE	6	0	1	C3-42 Mid-1 GABA-2 LGR5	C4-70 Mid-1 GABA-2 LGR5 SEMA3D
C3-43	C4-71	TRUE	6	0	1	C3-43 Mid-1 GABA-2 CLMP	C4-71 Mid-1 GABA-2 CLMP TAC3
C3-43	C4-72	TRUE	6	0	1	C3-43 Mid-1 GABA-2 CLMP	C4-72 Mid-1 GABA-2 CLMP NFIX
C3-43	C4-73	TRUE	6	0	1	C3-43 Mid-1 GABA-2 CLMP	C4-73 Mid-1 GABA-2 CLMP ONECUT1
C3-43	C4-74	TRUE	6	0	1	C3-43 Mid-1 GABA-2 CLMP	C4-74 Mid-1 GABA-2 CLMP ADAMTSL1
